Transaction_ID,Customer_ID,Transaction_Date,Product_Clean,Sum of Quantity,Sum of Price,Transaction_Type,Transaction_Status,Record_Status
T8417,C1767,2023-13-01,Smartphone,10,,Unknown,Complete,Valid
T84169,C4726,2023-13-01,Smartphone,-8,922.6934,Negative Transaction,Complete,Valid
T84168,C1224,2023-05-02,Laptop,7,709.9512,Normal Transaction,"",Valid
T84167,C4389,2025-02-30,Laptop,-1,-585.4698,Negative Transaction,Failed,Valid
T84165,"",2023-05-15,Laptop,-3,-846.6135,Negative Transaction,Completed,Valid
T84164,C285,2023-13-01,Tablet,7,580.5063,Normal Transaction,Failed,Valid
T84163,C200,2023-13-01,Smartphone,-6,-262.2978,Negative Transaction,"",Valid
T84162,C624,2025-02-30,Coffee Machine,639,293.5225,Normal Transaction,Pending,Valid
T84161,C2460,2023-13-01,Smartphone,-1,-410.4067,Negative Transaction,"",Valid
T84160,C1245,2025-01-02,Smartphone,5,-583.6586,Negative Transaction,Failed,Valid
T8416,C2947,2023-13-01,Smartphone,383,-78.4155,Negative Transaction,Failed,Valid
T84159,"",2023-13-01,Coffee Machine,8,232.8208,Normal Transaction,Completed,Valid
T84158,C3036,2021-07-07,Tablet,10,-258.04,Negative Transaction,Failed,Valid
T84157,C158,2022-03-03,Coffee Machine,-5,-113.9052,Negative Transaction,Failed,Valid
T84156,C3273,2023-13-01,Laptop,-7,54.8139,Negative Transaction,Completed,Valid
T84155,C245,"",Smartphone,,-925.2541,Unknown,Pending,Missing Quantity
T84154,C4883,2025-02-30,Tablet,-8,,Unknown,Completed,Valid
T84153,C3749,2020-08-19,Tablet,-9,,Unknown,Failed,Valid
T84152,C2993,2023-13-01,Laptop,174,-336.5946,Negative Transaction,Pending,Valid
T84151,C1308,2023-12-29,Tablet,501,-830.2637,Negative Transaction,Pending,Valid
T84150,C686,"",Coffee Machine,-10,721.63,Negative Transaction,Completed,Valid
T8415,C2543,2023-13-01,Coffee Machine,-9,-88.4751,Negative Transaction,"",Valid
T84149,C3081,2023-13-01,Laptop,5,,Unknown,Completed,Valid
T84148,C3069,2025-02-30,Tablet,524,519.8141,Normal Transaction,Completed,Valid
T84147,C1129,2022-03-28,Coffee Machine,-6,949.04,Negative Transaction,Completed,Valid
T84146,C4042,2023-13-01,Laptop,3,760.4058,Normal Transaction,Completed,Valid
T84145,C1007,"",Laptop,-6,,Unknown,Completed,Valid
T84144,C1723,2023-13-01,Tablet,-2,-216.8896,Negative Transaction,Completed,Valid
T84143,C3601,2023-13-01,Smartphone,1,-269.8772,Negative Transaction,Pending,Valid
T84142,C2483,2025-02-30,Headphones,-10,785.5651,Negative Transaction,Failed,Valid
T84141,C3470,2025-02-30,Headphones,1,,Unknown,"",Valid
T84140,C3053,2021-09-23,Laptop,-2,,Unknown,Complete,Valid
T8414,C731,2023-13-01,Tablet,3,-929.9307,Negative Transaction,Complete,Valid
T84139,C3901,2025-02-30,Tablet,-7,-719.6666,Negative Transaction,Failed,Valid
T84137,C668,2025-02-30,Headphones,958,-721.1284,Negative Transaction,Failed,Valid
T84135,C2725,2025-02-30,Laptop,4,-388.7952,Negative Transaction,Complete,Valid
T84134,C319,2020-08-02,Coffee Machine,6,-730.3307,Negative Transaction,Failed,Valid
T84133,C2814,2025-02-30,Laptop,2,,Unknown,Completed,Valid
T84132,C4324,2022-12-24,Tablet,870,-923.4018,Negative Transaction,"",Valid
T84131,C3963,2023-13-01,Coffee Machine,4,-812.6351,Negative Transaction,Completed,Valid
T84130,C4054,2020-09-01,Coffee Machine,171,947.7825,Normal Transaction,"",Valid
T8413,C3690,"",Coffee Machine,4,-767.8546,Negative Transaction,Completed,Valid
T84129,C3931,2025-02-30,Smartphone,1,382.9212,Normal Transaction,Complete,Valid
T84128,C568,"",Laptop,2,,Unknown,Completed,Valid
T84127,C3322,2025-02-30,Headphones,9,-958.0656,Negative Transaction,Pending,Valid
T84126,C1910,2022-08-21,Coffee Machine,358,,Unknown,Completed,Valid
T84125,C1315,2022-04-17,Coffee Machine,,-90.3504,Unknown,"",Missing Quantity
T84124,C1315,2022-09-07,Coffee Machine,-2,689.8105,Negative Transaction,Pending,Valid
T84123,C3711,2024-04-03,Headphones,4,,Unknown,Completed,Valid
T84122,C3382,2025-02-30,Headphones,-6,657.6919,Negative Transaction,Failed,Valid
T84120,C2348,2020-12-24,Coffee Machine,4,-292.959,Negative Transaction,Completed,Valid
T8412,C2224,2025-01-09,Coffee Machine,10,,Unknown,Pending,Valid
T84119,C1386,2025-02-30,Tablet,4,,Unknown,Completed,Valid
T84117,C4012,2022-07-31,Smartphone,-7,-761.2929,Negative Transaction,Failed,Valid
T84116,C1521,2023-13-01,Smartphone,-8,154.9734,Negative Transaction,Pending,Valid
T84115,C727,2025-02-30,Coffee Machine,7,925.0964,Normal Transaction,"",Valid
T84114,C4935,"",Tablet,653,665.7835,Normal Transaction,Failed,Valid
T84113,C3555,2021-09-15,Headphones,-4,-205.0395,Negative Transaction,Completed,Valid
T84112,C3082,2023-13-01,Smartphone,360,,Unknown,"",Valid
T84111,C2044,2020-06-25,Smartphone,-5,997.1766,Negative Transaction,Pending,Valid
T84110,C3856,2025-02-30,Smartphone,678,-642.9227,Negative Transaction,Complete,Valid
T8411,C119,2023-13-01,Smartphone,9,379.2,Normal Transaction,Completed,Valid
T84109,C3195,2023-13-01,Smartphone,426,279.3508,Normal Transaction,Complete,Valid
T84108,C3053,"",Laptop,520,-377.765,Negative Transaction,Pending,Valid
T84107,C1894,2025-02-30,Coffee Machine,730,-909.933,Negative Transaction,Complete,Valid
T84106,"",2025-01-24,Headphones,713,-227.1571,Negative Transaction,Complete,Valid
T84105,C619,2024-08-31,Laptop,-10,356.56,Negative Transaction,Completed,Valid
T84104,C4717,2023-05-09,Laptop,2,,Unknown,Pending,Valid
T84103,C3139,2020-04-11,Smartphone,-6,899.07,Negative Transaction,Completed,Valid
T84102,C4743,2023-13-01,Coffee Machine,4,57.5765,Normal Transaction,Completed,Valid
T84101,C2174,"",Smartphone,-1,847.254,Negative Transaction,Pending,Valid
T84100,C4474,"",Laptop,-3,-962.529,Negative Transaction,Complete,Valid
T8410,C3722,2025-02-30,Coffee Machine,9,,Unknown,Completed,Valid
T84099,C1555,"",Laptop,201,56.0029,Normal Transaction,Completed,Valid
T84098,C783,2023-13-01,Smartphone,-2,,Unknown,Failed,Valid
T84097,C2935,2023-13-01,Coffee Machine,3,,Unknown,Completed,Valid
T84096,C3356,2020-11-30,Coffee Machine,242,795.9708,Normal Transaction,Failed,Valid
T84095,C1289,2025-02-30,Coffee Machine,234,-668.0603,Negative Transaction,Failed,Valid
T84094,C483,2022-03-19,Coffee Machine,-5,-959.4,Negative Transaction,Complete,Valid
T84093,C1030,2022-02-05,Laptop,645,-469.7322,Negative Transaction,Completed,Valid
T84092,C3579,2025-02-30,Tablet,-4,,Unknown,"",Valid
T84091,C4520,2023-13-01,Laptop,818,929.67,Normal Transaction,Complete,Valid
T84090,C515,2023-13-01,Smartphone,5,,Unknown,Completed,Valid
T8409,C3316,2023-12-02,Headphones,-4,-920.3233,Negative Transaction,Complete,Valid
T84089,C2863,"",Laptop,798,-961.5197,Negative Transaction,Complete,Valid
T84088,C2832,2025-02-30,Coffee Machine,-2,322.1664,Negative Transaction,Complete,Valid
T84087,C3974,2025-02-30,Coffee Machine,2,-381.8463,Negative Transaction,Pending,Valid
T84086,C4814,2023-08-23,Headphones,342,521.171,Normal Transaction,Pending,Valid
T84084,C2041,2025-02-30,Tablet,781,,Unknown,Complete,Valid
T84083,C2643,2023-13-01,Tablet,-6,,Unknown,Failed,Valid
T84082,C3943,2020-07-10,Headphones,633,,Unknown,Completed,Valid
T84081,C311,2023-13-01,Smartphone,10,51.9709,Normal Transaction,Failed,Valid
T84080,C2333,"",Coffee Machine,543,689.663,Normal Transaction,Failed,Valid
T8408,C2041,2023-02-17,Coffee Machine,-1,211.5087,Negative Transaction,Failed,Valid
T84079,C2897,2023-13-01,Smartphone,555,,Unknown,Pending,Valid
T84078,C1617,2023-13-01,Smartphone,7,,Unknown,Completed,Valid
T84075,C1850,2022-10-26,Tablet,-5,-458.5745,Negative Transaction,Pending,Valid
T84074,"",2024-05-22,Tablet,1,-652.994,Negative Transaction,Completed,Valid
T84073,C4460,2025-02-30,Laptop,269,447.0102,Normal Transaction,Completed,Valid
T84072,C3689,2023-13-01,Tablet,9,-180.5569,Negative Transaction,Pending,Valid
T84071,C059,2025-02-30,Smartphone,305,-78.8139,Negative Transaction,Failed,Valid
T84070,C4079,2022-11-05,Coffee Machine,-6,,Unknown,Failed,Valid
T8407,C4192,2023-13-01,Headphones,1,263.063,Normal Transaction,Completed,Valid
T84069,C3899,"",Smartphone,-1,163.3962,Negative Transaction,Pending,Valid
T84068,C922,2023-10-11,Headphones,-5,,Unknown,Complete,Valid
T84067,C1787,2023-11-20,Headphones,,-825.7208,Unknown,Pending,Missing Quantity
T84066,C068,2023-13-01,Headphones,-4,-836.4093,Negative Transaction,"",Valid
T84065,C1632,2023-02-15,Tablet,514,-131.78,Negative Transaction,Completed,Valid
T84064,C4337,2025-02-30,Coffee Machine,8,-110.7005,Negative Transaction,Failed,Valid
T84063,"",2023-13-01,Smartphone,1,-296.7354,Negative Transaction,Pending,Valid
T84062,C2210,2021-09-01,Smartphone,-10,-911.1216,Negative Transaction,Complete,Valid
T84061,C3782,2023-13-01,Smartphone,481,,Unknown,Completed,Valid
T84060,C4712,2025-02-30,Tablet,5,-877.6859,Negative Transaction,Complete,Valid
T8406,C1619,2025-02-30,Headphones,-5,,Unknown,Failed,Valid
T84059,C1267,2025-02-30,Laptop,-1,281.73,Negative Transaction,Complete,Valid
T84057,C2737,2020-09-27,Headphones,-3,759.9374,Negative Transaction,"",Valid
T84056,C2651,2023-13-01,Smartphone,169,354.606,Normal Transaction,Completed,Valid
T84055,C4373,2025-02-30,Laptop,5,373.9608,Normal Transaction,Pending,Valid
T84054,C4857,2023-13-01,Tablet,9,684.7302,Normal Transaction,Completed,Valid
T84053,C4134,2023-13-01,Coffee Machine,-8,-327.2296,Negative Transaction,Completed,Valid
T84052,C033,2023-13-01,Smartphone,-10,799.2854,Negative Transaction,Completed,Valid
T84051,C3564,2023-13-01,Headphones,-7,,Unknown,Complete,Valid
T84050,C1038,2025-02-30,Headphones,933,,Unknown,Completed,Valid
T8405,C449,2023-13-01,Headphones,9,,Unknown,Completed,Valid
T84049,C4737,"",Tablet,789,,Unknown,Completed,Valid
T84048,C3406,2025-02-30,Headphones,8,273.2352,Normal Transaction,Completed,Valid
T84046,C686,2020-03-23,Smartphone,-8,830.177,Negative Transaction,"",Valid
T84045,C2345,2023-13-01,Laptop,277,,Unknown,Failed,Valid
T84044,C1176,2020-10-16,Coffee Machine,-8,-591.1211,Negative Transaction,Failed,Valid
T84043,C382,2022-10-25,Tablet,546,762.8877,Normal Transaction,Completed,Valid
T84042,C4985,2025-02-30,Smartphone,-8,332.2681,Negative Transaction,Pending,Valid
T84041,C4161,"",Headphones,8,,Unknown,Pending,Valid
T84040,C2320,2023-13-01,Smartphone,6,774.9031,Normal Transaction,Failed,Valid
T8404,C547,2021-08-13,Headphones,514,626.3928,Normal Transaction,Completed,Valid
T84039,C962,2025-02-30,Coffee Machine,484,,Unknown,Failed,Valid
T84037,C4531,2025-02-30,Headphones,351,-289.9603,Negative Transaction,Complete,Valid
T84036,C1622,2023-13-01,Tablet,711,-260.7389,Negative Transaction,Completed,Valid
T84035,C2753,2024-06-08,Coffee Machine,-6,473.7304,Negative Transaction,Completed,Valid
T84034,"",2025-02-30,Laptop,627,659.78,Normal Transaction,"",Valid
T84033,C156,2023-13-01,Headphones,-1,-449.4449,Negative Transaction,Completed,Valid
T84032,C3581,2023-13-01,Coffee Machine,-1,413.3829,Negative Transaction,Failed,Valid
T84031,C2321,2025-02-30,Headphones,873,-831.5721,Negative Transaction,Complete,Valid
T84030,C1262,2023-13-01,Headphones,10,,Unknown,"",Valid
T8403,C3441,2023-13-01,Laptop,117,,Unknown,Pending,Valid
T84029,C2856,2025-02-30,Smartphone,-8,810.1906,Negative Transaction,Pending,Valid
T84028,C4376,2025-02-30,Headphones,769,-904.4351,Negative Transaction,Complete,Valid
T84027,C1448,2025-02-30,Coffee Machine,797,-331.0363,Negative Transaction,Completed,Valid
T84026,C458,2023-13-01,Coffee Machine,-10,,Unknown,"",Valid
T84025,C884,2023-13-01,Laptop,-3,138.5083,Negative Transaction,Completed,Valid
T84024,C2283,2023-13-01,Smartphone,663,,Unknown,Pending,Valid
T84023,C741,2025-02-30,Laptop,10,,Unknown,Complete,Valid
T84022,C1473,2020-01-19,Smartphone,2,,Unknown,Completed,Valid
T84021,C2471,2022-03-08,Tablet,-2,912.7148,Negative Transaction,Failed,Valid
T84020,C4146,2023-09-05,Coffee Machine,-9,-404.2657,Negative Transaction,Complete,Valid
T84019,C3040,2023-13-01,Smartphone,2,,Unknown,Failed,Valid
T84018,C3424,2023-13-01,Smartphone,-1,,Unknown,Completed,Valid
T84017,C700,2025-02-30,Laptop,682,995.5241,Normal Transaction,Complete,Valid
T84016,C2719,"",Coffee Machine,-7,,Unknown,Completed,Valid
T84015,C4104,2025-02-30,Coffee Machine,7,555.6484,Normal Transaction,Completed,Valid
T84014,"",2021-08-22,Coffee Machine,178,-693.1068,Negative Transaction,Failed,Valid
T84013,C3155,2023-10-06,Headphones,-8,,Unknown,Complete,Valid
T84012,C2770,2020-05-23,Laptop,679,-674.9472,Negative Transaction,"",Valid
T84011,C2201,2023-13-01,Headphones,-9,263.8574,Negative Transaction,"",Valid
T84010,C4653,2025-02-30,Headphones,-5,,Unknown,"",Valid
T8401,C199,2023-13-01,Smartphone,481,,Unknown,Failed,Valid
T84009,C3776,2023-12-19,Smartphone,,409.3968,Unknown,Completed,Missing Quantity
T84008,C2893,2025-02-30,Coffee Machine,-6,371.2089,Negative Transaction,Pending,Valid
T84007,"",2023-04-05,Headphones,,982.303,Unknown,Pending,Missing Quantity
T84006,C3123,2025-02-30,Coffee Machine,4,-685.1828,Negative Transaction,Complete,Valid
T84005,C080,2025-02-30,Headphones,-8,,Unknown,"",Valid
T84004,C4354,2021-11-30,Laptop,-4,-663.9113,Negative Transaction,Completed,Valid
T84003,C4415,2025-02-30,Tablet,9,216.2422,Normal Transaction,"",Valid
T84002,"",2023-13-01,Headphones,9,,Unknown,Completed,Valid
T84001,C2607,2023-04-07,Tablet,226,924.7777,Normal Transaction,Pending,Valid
T84000,C3707,2023-13-01,Tablet,809,271.5341,Normal Transaction,Completed,Valid
T8400,C2674,2025-02-30,Laptop,3,420.5253,Normal Transaction,Failed,Valid
T83999,C1708,2023-13-01,Headphones,1,-890.4282,Negative Transaction,"",Valid
T83998,C3303,2023-13-01,Tablet,7,190.0287,Normal Transaction,Completed,Valid
T83997,C724,2023-12-20,Coffee Machine,-6,84.2768,Negative Transaction,Complete,Valid
T83996,C2702,2025-02-30,Laptop,-2,923.0126,Negative Transaction,"",Valid
T83995,C3211,2022-05-06,Headphones,-1,-325.027,Negative Transaction,Complete,Valid
T83993,C735,2025-02-30,Headphones,,-932.9748,Unknown,"",Missing Quantity
T83992,C3076,"",Laptop,1,252.7236,Normal Transaction,Completed,Valid
T83991,C2411,2022-08-22,Coffee Machine,786,-981.1235,Negative Transaction,Failed,Valid
T83990,C4394,2023-13-01,Tablet,579,496.9301,Normal Transaction,Pending,Valid
T8399,C2895,2023-13-01,Headphones,-6,,Unknown,Completed,Valid
T83989,C107,2023-13-01,Laptop,-2,,Unknown,Completed,Valid
T83988,C109,2025-02-30,Headphones,3,,Unknown,Pending,Valid
T83987,C1137,2023-13-01,Coffee Machine,540,,Unknown,Complete,Valid
T83986,C4386,2020-05-28,Laptop,7,,Unknown,Completed,Valid
T83985,C061,2025-02-30,Smartphone,,-528.512,Unknown,Complete,Missing Quantity
T83984,C1282,2023-13-01,Headphones,4,,Unknown,Pending,Valid
T83983,C3769,2023-13-01,Headphones,-3,940.78,Negative Transaction,Completed,Valid
T83982,C1615,2025-02-30,Tablet,-6,795.14,Negative Transaction,Completed,Valid
T83981,C1292,2023-02-13,Coffee Machine,144,-755.5882,Negative Transaction,Completed,Valid
T83980,"",2021-10-01,Smartphone,312,-837.7103,Negative Transaction,Complete,Valid
T8398,C659,2025-02-30,Coffee Machine,-7,-405.5813,Negative Transaction,Complete,Valid
T83979,C2178,2025-02-30,Coffee Machine,9,-969.499,Negative Transaction,Pending,Valid
T83978,C2320,2020-09-16,Smartphone,-4,,Unknown,Completed,Valid
T83977,C3904,2025-02-30,Tablet,-2,672.879,Negative Transaction,Completed,Valid
T83976,C3448,2021-03-20,Headphones,787,-296.52,Negative Transaction,Complete,Valid
T83975,C1648,2025-02-30,Laptop,953,807.2924,Normal Transaction,Pending,Valid
T83974,C797,2023-09-30,Headphones,-9,186.2633,Negative Transaction,Pending,Valid
T83973,C4829,2025-02-30,Tablet,1,-93.0267,Negative Transaction,Pending,Valid
T83972,C4618,2025-02-30,Tablet,1,,Unknown,Failed,Valid
T83971,C1282,"",Tablet,-7,61.76,Negative Transaction,Complete,Valid
T8397,C1945,2022-08-18,Tablet,128,-442.0222,Negative Transaction,Completed,Valid
T83969,C4479,2025-02-30,Smartphone,-2,-794.2531,Negative Transaction,Failed,Valid
T83968,C046,"",Tablet,482,,Unknown,Completed,Valid
T83967,C4950,2025-02-30,Coffee Machine,3,495.0611,Normal Transaction,Pending,Valid
T83966,C1700,2023-13-01,Laptop,-1,,Unknown,Pending,Valid
T83965,C067,2023-13-01,Smartphone,-4,67.15,Negative Transaction,"",Valid
T83964,C126,2024-06-27,Coffee Machine,3,,Unknown,Completed,Valid
T83963,"",2025-02-30,Headphones,108,,Unknown,Pending,Valid
T83962,C517,2023-13-01,Headphones,734,,Unknown,Completed,Valid
T83961,C235,2020-02-08,Smartphone,510,431.2627,Normal Transaction,Pending,Valid
T83960,C691,2024-05-06,Headphones,637,-323.4514,Negative Transaction,Failed,Valid
T8396,C2702,2025-02-30,Smartphone,,813.7094,Unknown,Completed,Missing Quantity
T83959,C3574,2022-07-11,Coffee Machine,520,467.7555,Normal Transaction,Failed,Valid
T83958,C814,2025-02-30,Headphones,-7,-344.8289,Negative Transaction,Pending,Valid
T83957,C3984,2023-05-06,Laptop,-9,408.1381,Negative Transaction,Pending,Valid
T83956,"",2025-02-30,Tablet,769,871.0565,Normal Transaction,Completed,Valid
T83955,C4890,2023-09-14,Laptop,-7,954.7938,Negative Transaction,Pending,Valid
T83953,C3977,2025-02-30,Coffee Machine,8,141.8952,Normal Transaction,Failed,Valid
T83952,C1157,2023-13-01,Coffee Machine,18,,Unknown,Completed,Valid
T83951,C736,2023-05-25,Tablet,193,-132.3099,Negative Transaction,Complete,Valid
T83950,C2759,2025-02-30,Coffee Machine,3,989.5502,Normal Transaction,Complete,Valid
T8395,C3120,2023-13-01,Laptop,-10,-107.4861,Negative Transaction,Failed,Valid
T83949,C2206,2025-02-30,Coffee Machine,124,-130.0025,Negative Transaction,Pending,Valid
T83948,C3738,2021-01-16,Tablet,1648,-183.54,Negative Transaction,Complete,Valid
T83947,C4677,2023-13-01,Smartphone,-9,-306.224,Negative Transaction,Completed,Valid
T83946,C2409,2023-13-01,Coffee Machine,-1,,Unknown,"",Valid
T83945,C2351,2023-13-01,Headphones,-1,676.4771,Negative Transaction,"",Valid
T83944,C4844,2023-13-01,Coffee Machine,8,,Unknown,Complete,Valid
T83943,C940,2020-09-29,Coffee Machine,-7,-747.326,Negative Transaction,Pending,Valid
T83941,C3933,2025-02-30,Tablet,914,614.3844,Normal Transaction,Complete,Valid
T83940,C2956,2023-13-01,Laptop,5,,Unknown,Pending,Valid
T83939,C859,2025-02-30,Laptop,995,388.7561,Normal Transaction,Failed,Valid
T83938,C3337,2023-13-01,Smartphone,-6,-150.0929,Negative Transaction,Completed,Valid
T83937,C2744,2020-08-10,Smartphone,-1,,Unknown,Complete,Valid
T83936,C4853,2025-02-30,Laptop,229,,Unknown,Completed,Valid
T83935,C992,2021-02-18,Laptop,-5,353.32,Negative Transaction,Completed,Valid
T83934,C4644,2025-02-30,Coffee Machine,625,785.4807,Normal Transaction,"",Valid
T83933,C1813,2025-02-30,Headphones,-5,501.6362,Negative Transaction,"",Valid
T83932,"",2023-04-28,Smartphone,-2,,Unknown,"",Valid
T83931,C2719,2020-12-26,Smartphone,4,979.8389,Normal Transaction,Complete,Valid
T83930,C2109,2023-13-01,Tablet,-3,955.1774,Negative Transaction,Completed,Valid
T8393,C1413,2023-13-01,Tablet,9,281.705,Normal Transaction,Failed,Valid
T83929,C780,2023-11-08,Headphones,-8,534.261,Negative Transaction,Completed,Valid
T83928,C207,2025-02-30,Smartphone,5,,Unknown,Failed,Valid
T83927,C2180,2023-05-01,Headphones,-2,-566.54,Negative Transaction,"",Valid
T83926,C3747,2020-06-02,Smartphone,655,,Unknown,Completed,Valid
T83925,"",2023-13-01,Laptop,-3,,Unknown,Complete,Valid
T83924,C2863,2024-05-13,Headphones,115,631.3,Normal Transaction,Completed,Valid
T83923,C1507,2020-03-13,Tablet,-9,,Unknown,Completed,Valid
T83922,C666,2023-13-01,Smartphone,-8,,Unknown,"",Valid
T83920,C2384,2025-02-30,Headphones,8,,Unknown,"",Valid
T8392,C3303,2025-02-30,Laptop,-2,60.2083,Negative Transaction,Completed,Valid
T83919,C2703,2024-04-07,Coffee Machine,-10,388.4236,Negative Transaction,Pending,Valid
T83918,C1005,2020-04-30,Headphones,487,-332.7117,Negative Transaction,Pending,Valid
T83917,C1406,2022-06-11,Coffee Machine,6,341.2615,Normal Transaction,Failed,Valid
T83916,C1082,2022-07-18,Coffee Machine,-6,-386.3874,Negative Transaction,Completed,Valid
T83915,C3640,2025-02-30,Laptop,4,709.3497,Normal Transaction,Complete,Valid
T83914,C4665,2025-02-30,Tablet,465,,Unknown,Failed,Valid
T83913,C1697,2022-12-15,Smartphone,-2,-295.6224,Negative Transaction,Failed,Valid
T83912,"",2023-13-01,Smartphone,849,,Unknown,Failed,Valid
T83911,C575,2023-13-01,Tablet,110,-854.1703,Negative Transaction,Completed,Valid
T83910,C3254,2025-02-30,Laptop,8,632.2809,Normal Transaction,Failed,Valid
T8391,C375,2024-02-18,Coffee Machine,206,,Unknown,Completed,Valid
T83909,C1647,2023-01-11,Coffee Machine,-2,980.29,Negative Transaction,Completed,Valid
T83908,C249,2020-01-15,Tablet,7,91.5155,Normal Transaction,"",Valid
T83907,C3998,2023-13-01,Smartphone,497,,Unknown,Completed,Valid
T83906,C1302,2025-02-30,Laptop,-5,,Unknown,Failed,Valid
T83905,"",2023-13-01,Headphones,712,748.6096,Normal Transaction,Pending,Valid
T83904,C2057,2025-02-30,Headphones,-1,-216.2994,Negative Transaction,Failed,Valid
T83903,C2621,2025-02-30,Coffee Machine,5,,Unknown,Complete,Valid
T83902,C2631,2023-13-01,Smartphone,-10,,Unknown,Failed,Valid
T83901,C4610,2021-03-22,Tablet,4,-342.2642,Negative Transaction,Complete,Valid
T83900,C4963,2021-08-13,Coffee Machine,10,-605.7456,Negative Transaction,Completed,Valid
T83899,C3712,2023-13-01,Coffee Machine,8,-56.0922,Negative Transaction,Completed,Valid
T83898,C4649,2023-13-01,Laptop,466,879.0072,Normal Transaction,Completed,Valid
T83897,C941,2023-07-29,Tablet,624,246.1826,Normal Transaction,Complete,Valid
T83896,"",2025-02-30,Coffee Machine,3,-93.4428,Negative Transaction,Completed,Valid
T83895,C1240,2020-01-31,Smartphone,5,-591.033,Negative Transaction,Completed,Valid
T83894,C4400,2020-02-08,Laptop,-4,,Unknown,Pending,Valid
T83893,C1564,2023-08-25,Headphones,-5,,Unknown,Completed,Valid
T83892,C4407,2025-02-30,Smartphone,-4,-517.229,Negative Transaction,Pending,Valid
T83891,C4741,2023-13-01,Coffee Machine,-9,,Unknown,Completed,Valid
T8389,C136,2023-13-01,Laptop,-8,,Unknown,Completed,Valid
T83889,C3323,2025-02-30,Smartphone,-1,-117.5241,Negative Transaction,"",Valid
T83888,C204,"",Smartphone,6,-401.9007,Negative Transaction,Failed,Valid
T83887,C3349,2023-13-01,Coffee Machine,718,-752.0193,Negative Transaction,"",Valid
T83886,C2399,2023-11-05,Laptop,2,,Unknown,Failed,Valid
T83885,C819,2023-13-01,Headphones,-5,,Unknown,Completed,Valid
T83884,C782,2022-11-27,Laptop,822,,Unknown,Complete,Valid
T83883,C3258,2023-04-15,Tablet,,-324.1412,Unknown,Complete,Missing Quantity
T83881,C3077,2020-05-29,Tablet,,-899.9048,Unknown,Pending,Missing Quantity
T83880,C1453,2022-10-27,Tablet,9,,Unknown,Complete,Valid
T8388,C2530,2023-12-24,Smartphone,-8,,Unknown,Pending,Valid
T83879,C1344,2025-02-30,Smartphone,-4,-273.5598,Negative Transaction,Completed,Valid
T83878,C829,2023-13-01,Tablet,-8,,Unknown,Completed,Valid
T83877,C3276,2024-09-11,Coffee Machine,300,-274.1163,Negative Transaction,Complete,Valid
T83876,C578,2025-02-30,Tablet,-9,892.7868,Negative Transaction,"",Valid
T83874,C1034,2023-13-01,Coffee Machine,9,-96.4938,Negative Transaction,Complete,Valid
T83872,C127,2025-02-30,Headphones,6,659.2436,Normal Transaction,Pending,Valid
T83871,C4786,2023-13-01,Laptop,-4,-209.2063,Negative Transaction,Pending,Valid
T83870,C4067,2025-02-30,Headphones,653,93.737,Normal Transaction,Completed,Valid
T8387,C3959,2023-13-01,Headphones,630,,Unknown,"",Valid
T83868,C2578,2023-05-08,Tablet,-9,788.8061,Negative Transaction,Completed,Valid
T83867,C4195,2023-10-25,Laptop,-8,863.8067,Negative Transaction,Completed,Valid
T83866,C1066,2023-13-01,Smartphone,-3,198.1297,Negative Transaction,Failed,Valid
T83865,C1247,2021-01-16,Smartphone,192,-271.2029,Negative Transaction,Complete,Valid
T83864,C3632,2023-13-01,Laptop,872,-749.7455,Negative Transaction,Failed,Valid
T83863,C1506,2023-13-01,Headphones,3,,Unknown,Complete,Valid
T83862,C1740,2020-03-13,Coffee Machine,1,,Unknown,"",Valid
T83861,C4051,2023-13-01,Smartphone,,343.7783,Unknown,"",Missing Quantity
T83860,C4508,2025-02-30,Headphones,5,,Unknown,Completed,Valid
T8386,C1643,2025-02-30,Tablet,4,-765.1959,Negative Transaction,Complete,Valid
T83859,C2780,"",Tablet,418,,Unknown,Completed,Valid
T83858,C2218,2025-02-30,Laptop,7,,Unknown,Complete,Valid
T83857,C4200,2025-02-30,Tablet,-1,,Unknown,"",Valid
T83856,C4971,2024-12-08,Headphones,-1,,Unknown,Completed,Valid
T83854,C078,2024-08-03,Laptop,2,-367.2515,Negative Transaction,Complete,Valid
T83853,C1351,2025-02-30,Laptop,-5,,Unknown,Completed,Valid
T83852,C4606,2024-07-31,Tablet,4,705.7799,Normal Transaction,Completed,Valid
T83851,C1071,2023-13-01,Coffee Machine,9,,Unknown,"",Valid
T83850,C1474,2023-13-01,Headphones,1,,Unknown,Pending,Valid
T8385,C107,2023-13-01,Smartphone,862,,Unknown,"",Valid
T83849,C430,2023-04-13,Smartphone,3,,Unknown,Pending,Valid
T83848,C3776,2022-07-30,Headphones,-6,-670.3313,Negative Transaction,Pending,Valid
T83847,C101,2022-09-07,Tablet,-1,,Unknown,Completed,Valid
T83846,C4416,2023-13-01,Coffee Machine,833,-457.0931,Negative Transaction,Completed,Valid
T83845,C1318,2023-13-01,Tablet,420,-518.6036,Negative Transaction,Pending,Valid
T83844,C1848,2023-13-01,Laptop,-7,237.2887,Negative Transaction,"",Valid
T83843,C1015,2025-02-30,Coffee Machine,-7,187.3925,Negative Transaction,Complete,Valid
T83842,C2821,2023-13-01,Smartphone,10,-842.0015,Negative Transaction,"",Valid
